Observation Number,Date/Time,LV ActivePower (kW),Wind Speed (m/s),Theoretical_Power_Curve (KWh),Wind Direction (°)
46954,07 12 2018 02:10,2509.22998,9.479023933,2456.216448,23.87817955
46955,07 12 2018 02:20,2125.86792,8.923475266,2094.780235,26.13466072
46956,07 12 2018 02:30,2922.399902,10.47494984,3053.759913,24.17868042
46957,07 12 2018 02:40,2666.309082,9.971728325,2774.397808,23.70929909
46958,07 12 2018 02:50,2022.470947,8.694005966,1948.906597,25.08452988
46959,07 12 2018 03:00,2240.022949,9.225026131,2289.947907,26.29957962
46960,07 12 2018 03:10,1907.515991,8.597631454,1888.532321,26.11930084
46961,07 12 2018 03:20,2125.614014,8.815415382,2025.7448,23.19636917
46962,07 12 2018 03:30,2228.217041,8.685976028,1943.854279,21.63297081
46963,07 12 2018 03:40,2571.308105,9.434139252,2426.760875,22.19164085
46964,07 12 2018 03:50,2360.070068,9.166851044,2252.060667,23.69566917
46965,07 12 2018 04:00,2065.343018,8.646580696,1919.124086,22.11152077
46966,07 12 2018 04:10,2114.701904,8.503261566,1830.005263,22.49403954
46967,07 12 2018 04:20,2431.841064,8.886443138,2071.058667,19.46771049
46968,07 12 2018 04:30,2146.23999,8.875947952,2064.347443,19.75377083
46969,07 12 2018 04:40,2126.011963,8.908711433,2085.315445,21.85596085
46970,07 12 2018 04:50,2668.416992,10.02527046,2807.714635,21.63396072
46971,07 12 2018 05:00,2208.150879,9.165307999,2251.057036,22.96497917
46972,07 12 2018 05:10,2552.843018,9.731145859,2613.280196,21.07625008
46973,07 12 2018 05:20,2537.079102,9.758182526,2632.344204,21.38689995
46974,07 12 2018 05:30,2184.374023,9.07154274,2190.210239,24.74752045
46975,07 12 2018 05:40,2583.883057,9.740289688,2619.755458,25.13080978
46976,07 12 2018 05:50,2190.771973,8.899979591,2079.72233,24.25782013
46977,07 12 2018 06:00,2663.538086,10.12405968,2866.857581,25.14970016
46978,07 12 2018 06:10,2102.376953,8.951827049,2112.983247,25.92077065
46979,07 12 2018 06:20,2312.76001,8.957766533,2116.801076,22.93317986
46980,07 12 2018 06:30,2103.332031,8.667205811,1932.059509,24.21254921
46981,07 12 2018 06:40,1692.86499,8.007732391,1534.427837,25.83674049
46982,07 12 2018 06:50,1721.48999,8.142313004,1612.516113,27.13253021
46983,07 12 2018 07:00,1284.218994,7.171482086,1095.089769,30.32588005
46984,07 12 2018 07:10,1195.011963,6.718757153,894.2558125,24.30330086
46985,07 12 2018 07:20,933.9284058,6.414031029,772.7713044,29.15757942
46986,07 12 2018 07:30,1186.776978,6.68726778,881.2136385,27.58027077
46987,07 12 2018 07:40,1234.602051,6.98472023,1009.12521,26.25814056
46988,07 12 2018 07:50,790.1461182,6.075315952,649.6904493,32.69412994
46989,07 12 2018 08:00,844.6885986,6.025006771,632.4583494,32.40372849
46990,07 12 2018 08:10,1246.767944,6.892883778,968.4888786,30.10848045
46991,07 12 2018 08:20,1097.647949,6.8247509,939.0107962,31.46817017
46992,07 12 2018 08:30,1198.324951,7.11887598,1070.412484,30.17606926
46993,07 12 2018 08:40,1130.954956,6.537281036,820.6511337,27.70593071
46994,07 12 2018 08:50,1335.892944,6.980123997,1007.066384,24.99356079
46995,07 12 2018 09:00,1381.754028,7.30736208,1160.58178,23.26641083
46996,07 12 2018 09:10,1297.147949,7.083619118,1054.079448,20.75595093
46997,07 12 2018 09:20,1396.228027,7.291269779,1152.690704,25.93226051
46998,07 12 2018 09:30,810.2288208,5.936420918,603.749022,24.83999062
46999,07 12 2018 09:40,992.9921875,6.568450928,833.0274537,32.2259903
47000,07 12 2018 09:50,880.6400146,6.087213039,653.805025,28.85836983
47001,07 12 2018 10:00,751.3161011,5.780803204,553.5232483,27.49967003
47002,07 12 2018 10:10,868.9675903,6.205949783,695.6988237,29.64212036
47003,07 12 2018 10:20,642.807312,5.670516014,519.4158276,25.76576996
47004,07 12 2018 10:30,660.1356812,5.887616158,587.7267143,27.17505074
47005,07 12 2018 10:40,704.1293945,5.87584877,583.9009023,26.24238968
47006,07 12 2018 10:50,741.4990234,5.964076996,612.9401477,25.58579063
47007,07 12 2018 11:00,930.8931274,6.447884083,785.755432,25.38829041
47008,07 12 2018 11:10,776.2938232,5.893857956,589.7619122,31.42531967
47009,07 12 2018 11:20,693.7141113,5.738842964,540.4041832,28.13075066
47010,07 12 2018 11:30,687.6791992,5.764404774,548.3751671,29.84255028
47011,07 12 2018 11:40,686.9495239,5.851290226,575.9627728,28.13776016
47012,07 12 2018 11:50,574.3126831,5.429008007,448.807721,26.94861984
47013,07 12 2018 12:00,768.4099731,6.022898197,631.742019,26.71805954
47014,07 12 2018 12:10,737.8632202,5.847027779,574.5913646,27.74967003
47015,07 12 2018 12:20,785.6785889,6.057765961,643.6484385,26.46517944
47016,07 12 2018 12:30,851.3959961,6.030886173,634.4582265,22.52729988
47017,07 12 2018 12:40,1212.894043,7.088757992,1056.449898,23.97859001
47018,07 12 2018 12:50,962.9468994,6.564352989,831.3941013,23.99438095
47019,07 12 2018 13:00,838.6373291,6.316260815,735.9744759,27.39740944
47020,07 12 2018 13:10,508.1395874,5.254271984,401.0103807,28.40996933
47021,07 12 2018 13:20,565.9014282,5.50564909,470.6264302,36.48543167
47022,07 12 2018 13:30,385.2427063,4.792192936,286.5414584,36.63935089
47023,07 12 2018 13:40,383.9721069,4.910783768,314.3808149,32.77677917
47024,07 12 2018 13:50,175.615799,4.027335167,128.0917587,35.96469879
47025,07 12 2018 14:00,260.4187927,4.46993494,215.6629157,33.26848984
47026,07 12 2018 14:10,316.7131042,4.626095772,249.1776171,37.17079163
47027,07 12 2018 14:20,271.0895996,4.453718185,212.2671365,44.70600891
47028,07 12 2018 14:30,320.7507019,4.634954929,251.1245989,45.44823074
47029,07 12 2018 14:40,499.6813049,5.328831196,421.0811766,45.82621002
47030,07 12 2018 14:50,429.5495911,5.092092037,358.9500044,45.07260132
47031,07 12 2018 15:00,505.5591125,5.535700798,479.3287434,58.27703094
47032,07 12 2018 15:10,580.2130737,5.731972218,538.2727907,65.60542297
47033,07 12 2018 15:20,537.0728149,5.599788189,498.1691139,68.36898804
47034,07 12 2018 15:30,645.8900757,5.862510204,579.5816847,70.7875824
47035,07 12 2018 15:40,565.5117798,5.668273926,518.7348791,73.3368988
47036,07 12 2018 15:50,352.256012,4.902215004,312.335446,74.99903107
47037,07 12 2018 16:00,348.6693115,5.098738194,360.6319088,76.31786346
47038,07 12 2018 16:10,309.999115,4.61153698,245.9889293,78.22070313
47039,07 12 2018 16:20,327.0578003,4.922587872,317.2072609,74.15598297
47040,07 12 2018 16:30,323.6227112,4.758158207,278.7342284,68.13562775
47041,07 12 2018 16:40,370.1968994,4.984445095,332.1874507,69.4832077
47042,07 12 2018 16:50,222.3970032,4.397524834,200.6184704,73.04562378
47043,07 12 2018 17:00,54.23859024,3.123579025,21.17627085,84.86258698
47044,07 12 2018 17:10,3.450403929,2.768059969,0,107.6007996
47045,07 12 2018 17:20,0,3.058701992,18.15413765,105.0056992
47046,07 12 2018 17:30,60.87878036,3.763011932,86.99135855,134.7442017
47047,07 12 2018 17:40,0.478466511,1.208933949,0,157.4299927
47048,07 12 2018 17:50,0,0.911242723,0,110.6689987
47049,07 12 2018 18:00,0,1.239375949,0,136.7106018
47050,07 12 2018 18:10,0,1.506608009,0,186.2537994
47051,07 12 2018 18:20,0,2.354283094,0,188.3473053
47052,07 12 2018 18:30,0,1.542878985,0,177.8367004
47053,07 12 2018 18:40,0,1.280056,0,205.4203033
47054,07 12 2018 18:50,0,1.703619003,0,248.371994
47055,07 12 2018 19:00,0,2.46686101,0,210.4940033
47056,07 12 2018 19:10,0,2.595307112,0,209.9024048
47057,07 12 2018 19:20,0,2.491352081,0,207.1448975
47058,07 12 2018 19:30,0,2.330809116,0,205.253006
47059,07 12 2018 19:40,0,1.661303997,0,212.9747009
47060,07 12 2018 19:50,0,2.353131056,0,213.7133026
47061,07 12 2018 20:00,0,1.971004009,0,192.921402
47062,07 12 2018 20:10,0,1.51552701,0,176.4985962
47063,07 12 2018 20:20,0,1.094815016,0,171.2364044
47064,07 12 2018 20:30,0,0.682874024,0,60.67293167
47065,07 12 2018 20:40,0,1.896371007,0,219.490799
47066,07 12 2018 20:50,0,1.37488699,0,243.8769073
47067,07 12 2018 21:00,0,1.522156954,0,213.1988068
47068,07 12 2018 21:10,0,1.038848996,0,300.5971985
47069,07 12 2018 21:20,0,1.85927403,0,310.7007141
47070,07 12 2018 21:30,0,2.471690893,0,283.9306946
47071,07 12 2018 21:40,0,1.233880997,0,270.3192139
47072,07 12 2018 21:50,0,1.835821986,0,249.8892975
47073,07 12 2018 22:00,0,1.735478044,0,232.4927063
47074,07 12 2018 22:10,0,1.627735019,0,189.3211975
47075,07 12 2018 22:20,0,2.797590971,0,151.9954071
47076,07 12 2018 22:30,0,1.932584047,0,149.5346985
47077,07 12 2018 22:40,0,2.880417109,0,152.1571045
47078,07 12 2018 22:50,0,2.939786911,0,156.2236023
47079,07 12 2018 23:00,0,3.522043943,54.5077965,172.401001
47080,07 12 2018 23:10,77.55098724,3.686721087,75.70194282,151.504303
47081,07 12 2018 23:20,-0.166333497,2.733283043,0,157.8063965
47082,07 12 2018 23:30,5.182004929,3.349773884,36.98010587,167.9790955
47083,07 12 2018 23:40,21.36984062,2.856434107,0,151.6230011
47084,07 12 2018 23:50,0,2.666321039,0,160.7503967
47085,08 12 2018 00:00,0,2.607551098,0,167.2859955
47086,08 12 2018 00:10,0,3.523308992,54.65407188,165.1855927
47087,08 12 2018 00:20,97.67537689,3.576769114,61.06962046,150.2595978
47088,08 12 2018 00:30,17.03393936,2.665677071,0,155.9942932
47089,08 12 2018 00:40,0,3.180089951,24.35746964,156.7718964
47090,08 12 2018 00:50,0,2.828900099,0,150.75
47091,08 12 2018 01:00,0,2.441755056,0,158.7463074
47092,08 12 2018 01:10,0,2.391117096,0,155.7657013
47093,08 12 2018 01:20,0,2.104099035,0,156.8889008
47094,08 12 2018 01:30,0,3.303117037,33.05014022,148.8961945
47095,08 12 2018 01:40,51.55308151,3.357768059,37.68841659,141.9992065
47096,08 12 2018 01:50,12.38271046,2.651463032,0,140.6177979
47097,08 12 2018 02:00,0,2.274151087,0,147.6040955
47098,08 12 2018 02:10,0,2.787064075,0,149.3455963
47099,08 12 2018 02:20,0,2.135348082,0,141.8079987
47100,08 12 2018 02:30,0,2.049388885,0,151.8536072
47101,08 12 2018 02:40,0,2.062786102,0,144.827301
47102,08 12 2018 02:50,0,2.568880081,0,154.7776947
47103,08 12 2018 03:00,0,2.116300106,0,177.9541016
47104,08 12 2018 03:10,0,2.118938923,0,188.4046936
47105,08 12 2018 03:20,0,1.458655,0,216.526001
47106,08 12 2018 03:30,0,1.318786979,0,268.6119995
47107,08 12 2018 03:40,0,1.341375947,0,265.6737976
47108,08 12 2018 03:50,0,1.029912949,0,240.1215973
47109,08 12 2018 04:00,0,0.988826275,0,212.0550995
47110,08 12 2018 04:10,0,1.436877966,0,198.1636963
47111,08 12 2018 04:20,0,2.323204994,0,188.1645966
47112,08 12 2018 04:30,0,2.290846109,0,198.4654999
47113,08 12 2018 04:40,0,3.252635956,29.19034468,181.4741058
47114,08 12 2018 04:50,6.762598991,3.462285042,47.88971813,178.0681
47115,08 12 2018 05:00,27.0887394,3.247114897,28.79293847,171.8679962
47116,08 12 2018 05:10,0.309199691,3.118464947,20.91359378,182.4627991
47117,08 12 2018 05:20,0,3.072309017,18.73217607,182.8625946
47118,08 12 2018 05:30,88.30845642,3.080688953,19.10290308,176.1994019
47119,08 12 2018 05:40,73.03412628,3.270008087,30.47260816,177.7951965
47120,08 12 2018 05:50,10.89188004,2.408555984,0,189.5778961
47121,08 12 2018 06:00,0,2.91031003,0,179.8361053
47122,08 12 2018 06:10,0,2.619863987,0,198.7015076
47123,08 12 2018 06:20,0,2.767750978,0,203.8905945
47124,08 12 2018 06:30,0,2.661397934,0,206.3148041
47125,08 12 2018 06:40,0,2.719566107,0,207.4432983
47126,08 12 2018 06:50,0,2.577848911,0,202.1110992
47127,08 12 2018 07:00,0,2.82583499,0,188.0583954
47128,08 12 2018 07:10,9.903402328,3.327687979,35.07636823,184.9459991
47129,08 12 2018 07:20,188.5140076,4.095883846,141.0093336,178.6405029
47130,08 12 2018 07:30,224.8049927,4.467617035,215.1765998,182.1105042
47131,08 12 2018 07:40,234.7610016,4.548760891,232.3926805,185.6056976
47132,08 12 2018 07:50,339.4135132,5.106900215,362.7022095,184.6970062
47133,08 12 2018 08:00,295.0057983,4.876036167,306.1196011,192.4152985
47134,08 12 2018 08:10,266.2908936,4.748777866,276.5964244,196.4904938
47135,08 12 2018 08:20,210.4544067,4.587055206,240.6572249,197.4555969
47136,08 12 2018 08:30,243.717804,4.774540901,282.4823082,200.6313019
47137,08 12 2018 08:40,285.375,4.973566055,329.5321121,200.8596954
47138,08 12 2018 08:50,249.2205963,4.736933231,273.905541,200.3153992
47139,08 12 2018 09:00,208.2256012,4.572574139,237.5212432,190.020401
47140,08 12 2018 09:10,224.1911926,4.70897913,267.5923817,188.029007
47141,08 12 2018 09:20,195.6678925,4.618822098,247.582836,188.0843048
47142,08 12 2018 09:30,156.1123047,4.33557415,187.9836818,191.0890045
47143,08 12 2018 09:40,202.3059998,4.604050159,244.3544075,196.8692017
47144,08 12 2018 09:50,251.0617981,4.739740849,274.5425207,191.732193
47145,08 12 2018 10:00,513.2946167,5.774137974,551.4275153,186.6221008
47146,08 12 2018 10:10,602.8231201,6.128020763,668.0331635,185.2969055
47147,08 12 2018 10:20,572.5084839,6.148458004,675.2257563,183.3096008
47148,08 12 2018 10:30,833.1359863,6.882355213,963.8967695,183.9120026
47149,08 12 2018 10:40,1000.094971,7.180932999,1099.562595,186.0523987
47150,08 12 2018 10:50,974.6713867,7.153458118,1086.593034,184.3016968
47151,08 12 2018 11:00,800.8289185,6.586737156,840.3390047,181.0834961
47152,08 12 2018 11:10,983.8369141,7.298079014,1156.025206,182.3097992
47153,08 12 2018 11:20,1300.31897,8.006837845,1533.91489,187.0337982
47154,08 12 2018 11:30,1160.067017,7.415213108,1214.434669,186.8191986
47155,08 12 2018 11:40,873.6801147,6.630095005,857.826351,184.703598
47156,08 12 2018 11:50,1254.035034,7.438868999,1226.476357,191.9002991
47157,08 12 2018 12:00,1010.64801,6.905690193,974.092807,186.9253998
47158,08 12 2018 12:10,786.2932739,6.406631947,769.9501597,189.7433014
47159,08 12 2018 12:20,1044.040039,6.83737421,944.4299475,193.6862946
47160,08 12 2018 12:30,1294.590942,7.433331013,1223.649785,194.3809967
47161,08 12 2018 12:40,1879.503052,8.76558876,1994.111356,195.922699
47162,08 12 2018 12:50,1926.670044,8.883734703,2069.326237,195.156601
47163,08 12 2018 13:00,1977.531006,8.884355545,2069.723323,196.9526978
47164,08 12 2018 13:10,1678.650024,8.284463882,1696.860174,200.0153961
47165,08 12 2018 13:20,2087.179932,9.32774353,2357.047571,205.4895935
47166,08 12 2018 13:30,2585.483887,10.69400978,3153.358333,208.9763031
47167,08 12 2018 13:40,2763.86499,10.77116966,3185.520867,207.4288025
47168,08 12 2018 13:50,2616.248047,10.64391041,3131.675663,207.921402
47169,08 12 2018 14:00,3194.635986,11.73954964,3475.509447,209.0491028
47170,08 12 2018 14:10,3490.6521,12.51774025,3580.434082,209.5249023
47171,08 12 2018 14:20,3593.719971,12.76885986,3593.79263,209.8829041
47172,08 12 2018 14:30,3602.654053,13.02367973,3600,207.3518982
47173,08 12 2018 14:40,3602.301025,12.55309963,3582.886439,202.9857941
47174,08 12 2018 14:50,3598.038086,12.26185989,3556.923749,202.8282928
47175,08 12 2018 15:00,3602.782959,12.43373966,3573.841737,202.514801
47176,08 12 2018 15:10,3601.391113,12.57229042,3584.138096,204.4212036
47177,08 12 2018 15:20,3600.9729,12.51091003,3579.938452,203.5762939
47178,08 12 2018 15:30,3601.170898,12.65977001,3589.142686,203.6669006
47179,08 12 2018 15:40,3601.518066,12.76138973,3593.529952,204.4656067
47180,08 12 2018 15:50,3600.76709,13.02326965,3600,201.5935059
47181,08 12 2018 16:00,3601.038086,13.00761986,3600,200.2012024
47182,08 12 2018 16:10,3600.637939,12.99435997,3597.927739,200.6271973
47183,08 12 2018 16:20,3600.683105,13.28921986,3600,200.3777008
47184,08 12 2018 16:30,3601.863037,13.40993977,3600,201.2882996
47185,08 12 2018 16:40,3602.466064,14.02250004,3600,198.4808044
47186,08 12 2018 16:50,3602.459961,13.99353981,3600,197.7127991
47187,08 12 2018 17:00,3602.524902,13.85319996,3600,195.1255951
47188,08 12 2018 17:10,3602.753906,14.34004974,3600,193.3338928
47189,08 12 2018 17:20,3602.51709,14.22776031,3600,196.8932953
47190,08 12 2018 17:30,3602.493896,14.39041996,3600,200.7984009
47191,08 12 2018 17:40,3602.554932,14.28182983,3600,202.6069031
47192,08 12 2018 17:50,3602.2771,13.84825993,3600,201.9660034
47193,08 12 2018 18:00,3602.465088,13.99676037,3600,205.6687927
47194,08 12 2018 18:10,3602.354004,13.73674011,3600,206.7084045
47195,08 12 2018 18:20,3602.073975,13.7580204,3600,203.6367035
47196,08 12 2018 18:30,3602.427979,13.84014034,3600,203.9884033
47197,08 12 2018 18:40,3602.268066,14.14888,3600,205.7673035
47198,08 12 2018 18:50,3602.336914,13.44326019,3600,204.6535034
47199,08 12 2018 19:00,3602.561035,13.78551006,3600,203.7904968
47200,08 12 2018 19:10,3602.576904,13.79028988,3600,204.3356018
47201,08 12 2018 19:20,3602.115967,13.42146969,3600,205.0796051
47202,08 12 2018 19:30,3601.943115,13.25774956,3600,200.8466949
47203,08 12 2018 19:40,3602.315918,13.30539036,3600,202.3889008
47204,08 12 2018 19:50,3602.032959,13.48888016,3600,198.5252991
47205,08 12 2018 20:00,3602.159912,13.90435982,3600,201.8475952
47206,08 12 2018 20:10,3602.093994,13.82425976,3600,203.9091034
47207,08 12 2018 20:20,3601.980957,14.88152027,3600,208.9140015
47208,08 12 2018 20:30,3602.099121,14.13092041,3600,209.6838989
47209,08 12 2018 20:40,3601.862061,13.41390991,3600,209.8428955
47210,08 12 2018 20:50,3433.784912,12.39622021,3570.545057,214.4373016
47211,08 12 2018 21:00,2512.657959,10.1943903,2907.164758,218.0184021
47212,08 12 2018 21:10,3282.082031,11.69721031,3466.806636,209.0890961
47213,08 12 2018 21:20,3584.052002,12.64702988,3588.484971,209.1092987
47214,08 12 2018 21:30,3601.791016,13.04841042,3600,206.6632996
47215,08 12 2018 21:40,3602.162109,13.5095396,3600,208.2098999
47216,08 12 2018 21:50,3602.327881,15.02653027,3600,205.6811981
47217,08 12 2018 22:00,3602.251953,15.72383976,3600,201.1306
47218,08 12 2018 22:10,3602.309082,16.01079941,3600,198.7630005
47219,08 12 2018 22:20,3602.290039,16.15279007,3600,196.0579987
47220,08 12 2018 22:30,3602.374023,15.90015984,3600,192.6844025
47221,08 12 2018 22:40,3602.049072,16.16695976,3600,193.498703
47222,08 12 2018 22:50,3602.0979,15.84107971,3600,190.5487061
47223,08 12 2018 23:00,3602.250977,15.71076965,3600,190.4539032
47224,08 12 2018 23:10,3602.177002,15.77713966,3600,193.6528015
47225,08 12 2018 23:20,3601.989014,15.5851202,3600,191.8917999
47226,08 12 2018 23:30,3602.131104,15.00463009,3600,189.1325989
47227,08 12 2018 23:40,3601.9729,13.97963047,3600,190.2234955
47228,08 12 2018 23:50,3468.237061,12.1498003,3543.346676,192.8999023
47229,09 12 2018 00:00,3515.788086,11.97373009,3517.805818,194.0877991
47230,09 12 2018 00:10,3444.594971,11.85966015,3498.4206,194.5166931
47231,09 12 2018 00:20,3596.560059,12.83016968,3595.641606,201.8253937
47232,09 12 2018 00:30,3582.365967,12.2683897,3557.652142,203.5883026
47233,09 12 2018 00:40,3478.784912,12.10264015,3537.016373,204.8059998
47234,09 12 2018 00:50,3512.731934,12.44165039,3574.508919,203.6681061
47235,09 12 2018 01:00,3602.045898,14.87471962,3600,208.1080933
47236,09 12 2018 01:10,3602.031982,14.49536037,3600,204.7268982
47237,09 12 2018 01:20,3601.922119,15.46214962,3600,204.9615021
47238,09 12 2018 01:30,3601.844971,15.59759998,3600,205.9922028
47239,09 12 2018 01:40,3602.178955,15.40237045,3600,207.0968018
47240,09 12 2018 01:50,3602.168945,15.66596031,3600,209.1692963
47241,09 12 2018 02:00,3602.12207,15.45882988,3600,210.2388
47242,09 12 2018 02:10,3602.416992,15.32894039,3600,210.7341003
47243,09 12 2018 02:20,3602.146973,14.82415009,3600,212.9476013
47244,09 12 2018 02:30,3601.958008,14.42710018,3600,212.3609009
47245,09 12 2018 02:40,3602.199951,15.00922012,3600,212.8119049
47246,09 12 2018 02:50,3602.251953,15.45781994,3600,210.2518005
47247,09 12 2018 03:00,3602.124023,15.07796001,3600,210.7534027
47248,09 12 2018 03:10,3602.270996,15.14568996,3600,208.7388
47249,09 12 2018 03:20,3602.245117,15.84202957,3600,210.839798
47250,09 12 2018 03:30,3602.333008,16.01729012,3600,213.6909027
47251,09 12 2018 03:40,3602.227051,15.6412096,3600,216.1334076
47252,09 12 2018 03:50,3602.195068,14.93297005,3600,214.6824951
47253,09 12 2018 04:00,3602.264893,14.67724991,3600,214.2046051
47254,09 12 2018 04:10,3602.183105,14.53551006,3600,211.3282013
47255,09 12 2018 04:20,3602.145996,14.27373981,3600,209.1042938
47256,09 12 2018 04:30,3602.218994,13.73713017,3600,208.1952057
47257,09 12 2018 04:40,3600.899902,12.74837971,3593.052999,205.3070068
47258,09 12 2018 04:50,3601.024902,12.88932037,3596.910078,203.241806
47259,09 12 2018 05:00,3601.846924,13.15837002,3600,204.5440979
47260,09 12 2018 05:10,3602.216064,13.76546001,3600,207.7039032
47261,09 12 2018 05:20,3602.070068,13.39402008,3600,206.3171997
47262,09 12 2018 05:30,3602.055908,13.27404022,3600,205.4544067
47263,09 12 2018 05:40,3601.697998,13.14288998,3600,202.7059937
47264,09 12 2018 05:50,3602,13.84920979,3600,199.620697
47265,09 12 2018 06:00,3601.925049,13.87703037,3600,199.976593
47266,09 12 2018 06:10,3601.533936,13.66374969,3600,195.5484924
47267,09 12 2018 06:20,3601.711914,14.94946957,3600,198.1820984
47268,09 12 2018 06:30,3601.541016,14.61509037,3600,195.7205963
47269,09 12 2018 06:40,3601.593018,14.29298973,3600,192.3917999
47270,09 12 2018 06:50,3601.712891,14.74555016,3600,190.8946075
47271,09 12 2018 07:00,3601.422119,14.52095985,3600,191.5688019
47272,09 12 2018 07:10,3601.191895,14.86820984,3600,191.0552063
47273,09 12 2018 07:20,3601.312012,15.89945984,3600,191.7899017
47274,09 12 2018 07:30,3602.051025,16.01882935,3600,195.8146057
47275,09 12 2018 07:40,3601.957031,16.38965034,3600,193.1138
47276,09 12 2018 07:50,3601.5,16.97920036,3600,191.1329956
47277,09 12 2018 08:00,3601.503906,16.82888031,3600,190.9412994
47278,09 12 2018 08:10,3601.629883,16.73542976,3600,191.8123932
47279,09 12 2018 08:20,3601.741943,17.06393051,3600,192.2126007
47280,09 12 2018 08:30,3601.769043,17.13829994,3600,191.8905029
47281,09 12 2018 08:40,3601.577881,16.7874794,3600,190.565506
47282,09 12 2018 08:50,3601.593994,15.72751045,3600,189.4812927
47283,09 12 2018 09:00,3601.839111,15.7419796,3600,188.3350067
47284,09 12 2018 09:10,3601.830078,15.46815014,3600,188.4024963
47285,09 12 2018 09:20,3601.946045,14.65108967,3600,189.4656982
47286,09 12 2018 09:30,3600.931885,14.09076023,3600,186.5910034
47287,09 12 2018 09:40,3601.793945,14.62467957,3600,187.4040985
47288,09 12 2018 09:50,3577.610107,13.88162041,3600,186.4145966
47289,09 12 2018 10:00,3516.435059,12.15927982,3544.574679,186.7624969
47290,09 12 2018 10:10,3579.120117,13.38619041,3600,185.9649963
47291,09 12 2018 10:20,3601.451904,13.88265991,3600,187.6768951
47292,09 12 2018 10:30,3501.669922,12.65999985,3589.15433,190.4835052
47293,09 12 2018 10:40,3538.269043,12.17840958,3547.007781,187.3009949
47294,09 12 2018 10:50,3551.836914,12.62802982,3587.459181,185.290802
47295,09 12 2018 11:00,3595.830078,12.81221008,3595.156503,186.7798004
47296,09 12 2018 11:10,3591.560059,12.74396992,3592.885714,188.5523071
47297,09 12 2018 11:20,3516.896973,12.21271038,3551.220468,189.085495
47298,09 12 2018 11:30,2803.076904,10.39286995,3013.155503,181.1101074
47299,09 12 2018 11:40,3207.304932,11.35476971,3383.829531,187.8582001
47300,09 12 2018 11:50,3580.062988,12.63747025,3587.975587,188.3347931
47301,09 12 2018 12:00,3565.295898,12.68943977,3590.581034,190.1230927
47302,09 12 2018 12:10,3600.833008,13.6252203,3600,187.5092926
47303,09 12 2018 12:20,3602.134033,14.49588013,3600,184.1083984
47304,09 12 2018 12:30,3598.310059,13.15526009,3600,183.5957031
47305,09 12 2018 12:40,3591.535889,13.24715042,3600,187.2525024
47306,09 12 2018 12:50,3601.874023,13.70872021,3600,187.5979004
47307,09 12 2018 13:00,3601.581055,14.44906044,3600,181.8365936
47308,09 12 2018 13:10,3601.667969,15.34165001,3600,181.2465973
47309,09 12 2018 13:20,3601.370117,15.49995041,3600,178.084198
47310,09 12 2018 13:30,3601.585938,16.62574959,3600,176.3083954
47311,09 12 2018 13:40,3601.745117,17.13096046,3600,180.229599
47312,09 12 2018 13:50,3601.625,18.63363075,3600,180.0657959
47313,09 12 2018 14:00,3601.687012,19.75322914,3600,180.5617981
47314,09 12 2018 14:10,3601.74292,19.20865059,3600,182.8847046
47315,09 12 2018 14:20,3602.052979,17.93536949,3600,178.2613068
47316,09 12 2018 14:30,3602.214111,16.83311081,3600,181.055603
47317,09 12 2018 14:40,3602.270996,17.26985931,3600,185.7742004
47318,09 12 2018 14:50,3602.2229,16.41945076,3600,185.1564026
47319,09 12 2018 15:00,3602.334961,15.48974037,3600,178.9297028
47320,09 12 2018 15:10,3602.389893,15.91557026,3600,180.1011963
47321,09 12 2018 15:20,3602.525879,14.92098999,3600,181.2882996
47322,09 12 2018 15:30,3602.5,14.4779501,3600,182.7187958
47323,09 12 2018 15:40,3602.297119,13.8780899,3600,184.5567932
47324,09 12 2018 15:50,3600.957031,13.21963024,3600,182.6092072
47325,09 12 2018 16:00,3602.287109,13.11277962,3600,181.8110962
47326,09 12 2018 16:10,3602.154053,13.61896038,3600,182.216095
47327,09 12 2018 16:20,3602.248047,13.94503975,3600,178.8551025
47328,09 12 2018 16:30,3575.120117,12.62331009,3587.196015,181.1687927
47329,09 12 2018 16:40,3494.669922,12.27416992,3558.291208,183.717804
47330,09 12 2018 16:50,3505.629883,12.26088047,3556.813904,185.0281067
47331,09 12 2018 17:00,3569.251953,13.67967987,3600,187.3936005
47332,09 12 2018 17:10,3524.021973,12.92358017,3597.414935,186.4904022
47333,09 12 2018 17:20,3502.153076,12.62236977,3587.143186,182.8704071
47334,09 12 2018 17:30,3600.834961,13.64093018,3600,181.3300018
47335,09 12 2018 17:40,3590.145996,13.36872005,3600,182.4506073
47336,09 12 2018 17:50,3453.4729,11.83121014,3493.228413,182.5330963
47337,09 12 2018 18:00,3541.475098,12.24717999,3555.261175,184.0529938
47338,09 12 2018 18:10,3577.762939,12.82781029,3595.580541,185.3746033
47339,09 12 2018 18:20,3583.093994,12.39990997,3570.87898,185.1719971
47340,09 12 2018 18:30,3323.481934,11.64939022,3456.576833,191.171402
47341,09 12 2018 18:40,3525.447021,12.23334026,3553.661924,194.1112976
47342,09 12 2018 18:50,3464.418945,12.46488953,3576.412945,196.3435974
47343,09 12 2018 19:00,3355.944092,11.88113022,3502.243702,196.2711029
47344,09 12 2018 19:10,3283.220947,11.24419975,3352.01571,195.696701
47345,09 12 2018 19:20,3560.573975,12.45578003,3575.676519,198.2265015
